"hgdp_id"	"Origin"	"Geographic.origin"	"cluster"
"HGDP00001"	"Brahui"	"Pakistan"	1
"HGDP00003"	"Brahui"	"Pakistan"	1
"HGDP00005"	"Brahui"	"Pakistan"	1
"HGDP00007"	"Brahui"	"Pakistan"	1
"HGDP00009"	"Brahui"	"Pakistan"	1
"HGDP00011"	"Brahui"	"Pakistan"	1
"HGDP00013"	"Brahui"	"Pakistan"	1
"HGDP00015"	"Brahui"	"Pakistan"	1
"HGDP00017"	"Brahui"	"Pakistan"	1
"HGDP00019"	"Brahui"	"Pakistan"	1
"HGDP00021"	"Brahui"	"Pakistan"	1
"HGDP00023"	"Brahui"	"Pakistan"	1
"HGDP00025"	"Brahui"	"Pakistan"	1
"HGDP00027"	"Brahui"	"Pakistan"	1
"HGDP00029"	"Brahui"	"Pakistan"	1
"HGDP00031"	"Brahui"	"Pakistan"	1
"HGDP00033"	"Brahui"	"Pakistan"	1
"HGDP00035"	"Brahui"	"Pakistan"	1
"HGDP00037"	"Brahui"	"Pakistan"	1
"HGDP00039"	"Brahui"	"Pakistan"	1
"HGDP00041"	"Brahui"	"Pakistan"	1
"HGDP00043"	"Brahui"	"Pakistan"	1
"HGDP00045"	"Brahui"	"Pakistan"	1
"HGDP00047"	"Brahui"	"Pakistan"	1
"HGDP00049"	"Brahui"	"Pakistan"	1
"HGDP00052"	"Balochi"	"Pakistan"	1
"HGDP00054"	"Balochi"	"Pakistan"	1
"HGDP00056"	"Balochi"	"Pakistan"	1
"HGDP00057"	"Balochi"	"Pakistan"	1
"HGDP00058"	"Balochi"	"Pakistan"	1
"HGDP00062"	"Balochi"	"Pakistan"	1
"HGDP00064"	"Balochi"	"Pakistan"	1
"HGDP00066"	"Balochi"	"Pakistan"	1
"HGDP00068"	"Balochi"	"Pakistan"	1
"HGDP00070"	"Balochi"	"Pakistan"	1
"HGDP00072"	"Balochi"	"Pakistan"	1
"HGDP00074"	"Balochi"	"Pakistan"	1
"HGDP00076"	"Balochi"	"Pakistan"	1
"HGDP00078"	"Balochi"	"Pakistan"	1
"HGDP00080"	"Balochi"	"Pakistan"	1
"HGDP00082"	"Balochi"	"Pakistan"	1
"HGDP00086"	"Balochi"	"Pakistan"	1
"HGDP00088"	"Balochi"	"Pakistan"	1
"HGDP00090"	"Balochi"	"Pakistan"	1
"HGDP00092"	"Balochi"	"Pakistan"	1
"HGDP00094"	"Balochi"	"Pakistan"	1
"HGDP00096"	"Balochi"	"Pakistan"	1
"HGDP00098"	"Balochi"	"Pakistan"	2
"HGDP00099"	"Hazara"	"Pakistan"	1
"HGDP00100"	"Hazara"	"Pakistan"	1
"HGDP00102"	"Hazara"	"Pakistan"	1
"HGDP00103"	"Hazara"	"Pakistan"	1
"HGDP00104"	"Hazara"	"Pakistan"	1
"HGDP00105"	"Hazara"	"Pakistan"	1
"HGDP00106"	"Hazara"	"Pakistan"	1
"HGDP00108"	"Hazara"	"Pakistan"	1
"HGDP00109"	"Hazara"	"Pakistan"	1
"HGDP00110"	"Hazara"	"Pakistan"	1
"HGDP00112"	"Hazara"	"Pakistan"	1
"HGDP00115"	"Hazara"	"Pakistan"	1
"HGDP00116"	"Hazara"	"Pakistan"	1
"HGDP00118"	"Hazara"	"Pakistan"	1
"HGDP00119"	"Hazara"	"Pakistan"	3
"HGDP00120"	"Hazara"	"Pakistan"	1
"HGDP00121"	"Hazara"	"Pakistan"	1
"HGDP00122"	"Hazara"	"Pakistan"	3
"HGDP00124"	"Hazara"	"Pakistan"	3
"HGDP00125"	"Hazara"	"Pakistan"	1
"HGDP00127"	"Hazara"	"Pakistan"	1
"HGDP00129"	"Hazara"	"Pakistan"	1
"HGDP00130"	"Makrani"	"Pakistan"	1
"HGDP00131"	"Makrani"	"Pakistan"	1
"HGDP00133"	"Makrani"	"Pakistan"	1
"HGDP00134"	"Makrani"	"Pakistan"	1
"HGDP00135"	"Makrani"	"Pakistan"	1
"HGDP00136"	"Makrani"	"Pakistan"	1
"HGDP00137"	"Makrani"	"Pakistan"	1
"HGDP00139"	"Makrani"	"Pakistan"	1
"HGDP00140"	"Makrani"	"Pakistan"	1
"HGDP00141"	"Makrani"	"Pakistan"	1
"HGDP00143"	"Makrani"	"Pakistan"	1
"HGDP00144"	"Makrani"	"Pakistan"	1
"HGDP00145"	"Makrani"	"Pakistan"	1
"HGDP00146"	"Makrani"	"Pakistan"	2
"HGDP00148"	"Makrani"	"Pakistan"	1
"HGDP00149"	"Makrani"	"Pakistan"	1
"HGDP00150"	"Makrani"	"Pakistan"	1
"HGDP00151"	"Makrani"	"Pakistan"	1
"HGDP00153"	"Makrani"	"Pakistan"	1
"HGDP00154"	"Makrani"	"Pakistan"	1
"HGDP00155"	"Makrani"	"Pakistan"	1
"HGDP00157"	"Makrani"	"Pakistan"	1
"HGDP00158"	"Makrani"	"Pakistan"	1
"HGDP00160"	"Makrani"	"Pakistan"	1
"HGDP00161"	"Makrani"	"Pakistan"	1
"HGDP00163"	"Sindhi"	"Pakistan"	1
"HGDP00165"	"Sindhi"	"Pakistan"	1
"HGDP00167"	"Sindhi"	"Pakistan"	1
"HGDP00169"	"Sindhi"	"Pakistan"	1
"HGDP00171"	"Sindhi"	"Pakistan"	1
"HGDP00173"	"Sindhi"	"Pakistan"	1
"HGDP00175"	"Sindhi"	"Pakistan"	1
"HGDP00177"	"Sindhi"	"Pakistan"	1
"HGDP00179"	"Sindhi"	"Pakistan"	1
"HGDP00181"	"Sindhi"	"Pakistan"	1
"HGDP00183"	"Sindhi"	"Pakistan"	1
"HGDP00185"	"Sindhi"	"Pakistan"	1
"HGDP00187"	"Sindhi"	"Pakistan"	1
"HGDP00189"	"Sindhi"	"Pakistan"	1
"HGDP00191"	"Sindhi"	"Pakistan"	1
"HGDP00192"	"Sindhi"	"Pakistan"	1
"HGDP00195"	"Sindhi"	"Pakistan"	1
"HGDP00197"	"Sindhi"	"Pakistan"	1
"HGDP00199"	"Sindhi"	"Pakistan"	1
"HGDP00201"	"Sindhi"	"Pakistan"	1
"HGDP00205"	"Sindhi"	"Pakistan"	1
"HGDP00206"	"Sindhi"	"Pakistan"	1
"HGDP00208"	"Sindhi"	"Pakistan"	1
"HGDP00210"	"Sindhi"	"Pakistan"	1
"HGDP00213"	"Pathan"	"Pakistan"	1
"HGDP00214"	"Pathan"	"Pakistan"	1
"HGDP00216"	"Pathan"	"Pakistan"	1
